animalID,cond,mfrON,mfrSUS
BRO3,async,0.4679479702961956,0.03574385142014838
BRO3,sync,0.6324577114491775,0.1296725722951619
BTT1,async,0.6164505233218563,0.045378385994645686
BTT1,sync,0.6824938577879536,0.14722657275981155
BTT3,async,0.5295469798905335,0.0035224242082510936
BTT3,sync,0.6928312684007316,0.16417827073153457
BUF4,async,0.5556260203625509,0.0035098934396766445
BUF4,sync,0.8045971248343451,0.14668747910255447
